id,name,about
C_682268,Cơ bản quản lý hậu cần,"Trong mô -đun ""Hệ thống hậu cần và hậu cần"""
C_682269,Miễn dịch y tế,Nếu cơ thể con người được so sánh với một quốc gia
C_682271,Tính toán,Tôi hy vọng sinh viên có thể làm chủ các ý tưởng và phương pháp cơ bản của học tập khác biệt và không thể thiếu
C_682273,Kinh doanh Trung Quốc (Tổng quan về kinh doanh Trung Quốc),Khóa học này chủ yếu nhằm vào người học nước ngoài với một mức độ nhất định của người Trung Quốc. Nó cũng có thể cung cấp tài liệu tham khảo giảng dạy cho sinh viên chuyên ngành giáo dục quốc tế Trung Quốc và giáo viên Trung Quốc của các khóa học liên quan. Khóa học này có thể giúp người học hiểu cách sử dụng Trung Quốc để tham gia vào các hoạt động kinh doanh
C_682275,Giải thích phương Tây Xia,Khóa học này dạy toàn bộ quá trình thành lập
C_682277,Thiết kế tương tác,Khóa học này nhằm vào những người đam mê thiết kế tương tác và các học viên liên quan. Thông qua việc học khóa học
C_682280,Kỹ thuật di truyền,Kỹ thuật di truyền đang thay đổi sâu sắc cuộc sống của chúng tôi. Kỹ thuật di truyền có thể thiết kế các loài mới thông qua sửa đổi di truyền
C_682282,Kinh tế tròn và các doanh nghiệp bền vững,Tập trung vào chủ đề kinh tế tuần hoàn
C_682284,Nghệ thuật đi bộ xe hơi,Khóa học này được định hướng hướng tới sự phát triển của công nghệ ô tô và coi văn hóa câu chuyện làm đầu mối
C_682285,Giới thiệu về quần áo,Bạn yêu cuộc sống
C_682286,Động lực học thần kinh - Khoa học thần kinh tính toán của các tế bào thần kinh đơn (chế độ tự động),No Text
C_682287,Vật lý đại học (Pre-Pre-Study)-Điện từ,Khóa học trước học đại học (Điện từ) là một khóa học tiền học cho điện từ đại học cho học sinh trung học xuất sắc
C_682289,Đại số tuyến tính,Đại số tuyến tính là một nhánh của toán học được phát triển vào cuối thế kỷ 19. Đó là một kế hoạch giảng dạy lý thuyết cơ bản trong các trường cao đẳng và đại học đương đại. Phương pháp được giới thiệu trong các khóa học sách giáo khoa được sử dụng rộng rãi trong các ngành khác nhau.
C_682291,Thiết kế tư duy,Đây là một kỷ nguyên của sự thay đổi nhanh chóng. Bất kỳ thay đổi thiết kế khuôn mặt. Khóa học này dựa trên những thay đổi và thay đổi liên tục
C_682296,Trường hợp mô hình toán học được chọn,Thông qua nghiên cứu của khóa học này
C_682297,Khám phá các tài liệu xung quanh bạn - Vật liệu và xã hội,Một hành trình đầy màu sắc của các vật liệu
C_682298,Công nghệ điện tử kỹ thuật số,Công nghệ điện tử kỹ thuật số tập trung vào việc trau dồi khả năng thiết kế mạch
C_682299,Nhiều tính toán (khóa học trước khi yêu cầu),Khóa học tính toán đa biến là một ngày và sau đó là một khóa học tiếp tục trong khóa học Tính toán 100. Nó khái quát các khái niệm và phương pháp như các dẫn xuất giới hạn và tích phân vi phân của 100 phép tính cho các hàm đa biến.
C_682301,Quá trình chuẩn bị và thiết kế,Công nghệ chuẩn bị và thiết kế là một khóa học công nghệ ứng dụng để nghiên cứu quá trình và thiết kế các chế phẩm dược phẩm. Đó là một khóa học cốt lõi chuyên nghiệp được cung cấp sau khóa học dược công nghiệp. Nó chiếm một vị trí quan trọng trong hệ thống khóa học chuyên nghiệp. Khóa học này chọn các hình thức liều lượng điển hình thường được sử dụng
C_682302,Vật lý và phát hiện bức xạ hạt nhân,Đó có phải là một ảo mộng hoàn toàn để biến đá thành vàng? Làm thế nào để bom nguyên tử và bom hydro phát nổ? Làm thế nào các công cụ bảo mật tại các trạm tàu ​​điện ngầm có thể có mắt quan điểm? Tia là gì
C_682303,Giới thiệu về điều hướng,Giới thiệu về khóa học điều hướng là một khóa học mở rộng chuyên nghiệp. Khóa học này có một bản chất lý thuyết và thực tế nhất định. Nó chủ yếu giới thiệu các nguyên tắc cơ bản và kiến ​​thức cơ bản về điều hướng cho sinh viên công nghệ phi điều hướng để có một sự hiểu biết nhất định về kiến ​​thức liên quan liên quan đến điều hướng.
C_682304,Chăm sóc sức khỏe bắt đầu từ răng,Khi nói
C_682308,Tổng quan về an ninh mạng,Khóa học này chủ yếu giới thiệu sáu khía cạnh: kiến ​​thức cơ bản về mạng máy tính - đánh giá ngắn gọn; Các vấn đề của nghiên cứu bảo mật mạng là gì; mã hóa và giải mã; Giao thức bảo mật mạng; Bảo mật mạng không dây; Tường lửa và hệ thống tấn công và phòng thủ
C_682309,Thiết kế và phương pháp IC,Khóa học này nhằm mục đích cho phép sinh viên thiết lập một khái niệm hoàn chỉnh về công nghệ và quy trình thiết kế IC
C_682310,Thương mại quốc tế,Thông qua nghiên cứu về khóa học này
C_682311,Crowdfunding phúc lợi công cộng (Mùa xuân 2019),Crowdfunding phúc lợi công cộng là một khóa học cho các tổ chức phúc lợi công cộng trong nước. Trong khóa học này
C_682312,Anh nói về con đường lụa mới trên biển,"Tiếng Anh nói về con đường lụa hàng hải mới với lý thuyết về giao tiếp đa văn hóa là khuôn khổ và ""Đường lụa hàng hải thế kỷ 21"" là tuyến chính"
C_682313,Sinh thái phục hồi,Khóa học sử dụng rất nhiều phương pháp như hình ảnh mô phỏng hình ảnh hình ảnh hoạt hình
C_682314,Trung Quốc cho người nước ngoài,Khóa học bao gồm hai phần: Giới thiệu về tiếng Trung (giảng dạy tiếng Anh) và thiết kế giảng dạy tiếng Trung (giảng dạy tiếng Trung). Nó phù hợp cho những người học quan tâm đến việc giảng dạy tiếng Trung. Bạn cũng có thể sử dụng nội dung tiếng Anh để cải thiện trình độ tiếng Anh của mình.
C_682318,Kinh tế vi mô,Mục đích của khóa học là cho phép sinh viên làm chủ các phương pháp kiến ​​thức và phân tích cơ bản của kinh tế phương Tây thông qua giảng dạy
C_682319,Nói tiếng Trung Quốc,Hãy đến lớp học và lớp học Trung Quốc
C_682320,Thiết kế dụng cụ quang điện tử,Khóa học này kế thừa lý thuyết thiết kế cổ điển
C_682322,Rung động cơ học,Rung cơ học là một khóa học cốt lõi trong kỹ thuật cơ học
C_682324,Triết lý phương Tây I: Phần cổ đại,Thế giới là gì? Một người là gì? Tôi là ai? Aristotle nói: Sự tò mò là bản chất của con người. Vì sự tò mò
C_682327,Nguyên tắc và ứng dụng chụp ảnh,PhotoRammetry là một kỷ luật dựa trên đo lường và giải thích hình ảnh. Nó thuộc loại khoa học thông tin không gian địa lý. Về mặt lý thuyết
C_682330,Lý thuyết điều khiển tự động (2),Tự động hóa là biểu tượng của tiến trình văn minh nhân loại và lý thuyết kiểm soát tự động hiện đại hóa (2) tiết lộ từ quan điểm của miền thời gian làm thế nào nguyên tắc phản hồi đóng vai trò cốt lõi trong việc thiết kế các hệ thống tự động hóa khác nhau
C_682331,Xử lý chất thải rắn và tài nguyên,Dựa trên sự hiểu biết các đặc điểm cơ bản của chất thải rắn
C_682335,Bức tranh của các triều đại màu xanh và trắng,Ba lợi ích của việc nghiên cứu khóa học này: 1. Bằng cách học một cách có hệ thống kiến ​​thức về vẽ tranh màu xanh và trắng
C_682336,Lập trình máy tính,Khóa học này dạy lập trình có cấu trúc dựa trên ngôn ngữ C ++. Nói chung
C_682338,Tiếng Nhật - Du lịch tự do ở Nhật Bản,Học tiếng Nhật
C_682340,Trà pu'er ma thuật,Trà
C_682342,Công nghệ thực hiện lập trình hình ảnh y sinh,Khóa học này dạy cho sinh viên sử dụng Visual C ++ và ITK để thực hiện lập trình các vấn đề phân tích hình ảnh y tế cơ bản
C_682343,Lý thuyết ngôn ngữ ứng dụng và thực hành,Ngôn ngữ là một trong những phương pháp giao tiếp quan trọng nhất cho con người. Nắm vững ngôn ngữ nước ngoài đã trở thành một kỹ năng cần thiết trong xã hội ngày nay. Làm thế nào để làm chủ một cách nhanh chóng và hiệu quả một ngôn ngữ nước ngoài là mối quan tâm chính đối với ngôn ngữ học ứng dụng
C_682344,Công nghệ truyền thông di động,Khóa học là một khóa học cốt lõi chuyên nghiệp trong chuyên ngành Công nghệ Truyền thông Di động
C_682345,Lý thuyết điều khiển tự động (1),Tự động hóa là biểu tượng của tiến trình văn minh nhân loại và lý thuyết kiểm soát tự động hiện đại hóa (1) tiết lộ từ quan điểm của miền tần số làm thế nào nguyên tắc phản hồi đóng vai trò cốt lõi trong việc thiết kế các hệ thống tự động hóa khác nhau.
C_682346,Thuật toán dữ liệu lớn,Dữ liệu lớn là một trong những chủ đề nóng trong cả nghiên cứu và kỹ thuật. Thuật toán là các chủ đề cốt lõi của quản lý và điện toán dữ liệu lớn. Khóa học này cố gắng giới thiệu ngắn gọn các phương pháp thiết kế thuật toán cơ bản liên quan đến điện toán dữ liệu lớn phù hợp cho nghiên cứu và phát triển dữ liệu lớn
C_682347,Lớp chứng chỉ không cơ bản của Python,Python đứng thứ tư trong bảng xếp hạng ngôn ngữ lập trình mới nhất do Tiobe phát hành
C_682349,Công nghệ xử lý micro-nano,Xử lý micro-nano được sử dụng rộng rãi trong các đối tượng như vật lý
C_682350,Trong hình ảnh - phê duyệt của thơ cổ điển Trung Quốc,Bạn vẫn còn gặp rắc rối vì không thể hiểu thơ cổ điển? Bạn vẫn còn buồn về việc không thể viết ra những cảm xúc trong trái tim bạn cho TA yêu dấu của bạn? Bạn vẫn còn buồn về những bài thơ bạn không thể ghi nhớ trong các kỳ thi khác nhau? Bạn chỉ có thể thiếu chìa khóa để mở cung điện thơ!
C_682351,Năm ngày để nói lời tạm biệt với Java Xiaobai,Tính thực tế mạnh mẽ là một tính năng của 5 ngày để cho bạn nói lời tạm biệt với khóa học Nova Java. Ngôn ngữ Java là ngôn ngữ lập trình nâng cao hướng đối tượng cổ điển. Ưu điểm của nó nằm trong lập trình mạng. Khóa học chủ yếu tập trung vào việc tu luyện các khả năng thực tế của lập trình hướng đối tượng và lập trình mạng đơn giản.
C_682353,Sáng tạo quảng cáo,Sáng tạo quảng cáo là lô các khóa học mở trực tuyến chất lượng cao quốc gia
C_682356,Nghiên cứu đầu tư chứng khoán,Đầu tư chứng khoán là lô đầu tiên của các khóa học đại học hạng nhất trực tuyến quốc gia; Đây cũng là lô đầu tiên của các khóa học mở trực tuyến chất lượng cao ở tỉnh Hubei. Đây là khóa học cốt lõi của quản lý tài chính và tài chính và các chuyên ngành liên quan đến tài chính khác. Khóa học này được nghiên cứu về mặt lý thuyết và sử dụng các cuộc tập trận theo thời gian thực mô phỏng để giúp sinh viên hiểu lý thuyết đầu tư chứng khoán và sâu hơn ấn tượng của họ về thực hành đầu tư. Tài nguyên giảng dạy khóa học rất phong phú về các khái niệm và phương pháp nâng cao rất đa dạng. Chào mừng bạn tham gia Nhóm trao đổi đầu tư chứng khoán
C_682357,Thí nghiệm hóa học cơ bản,Khóa học này là một khóa học cơ bản bắt buộc dành cho sinh viên hóa học và các chuyên ngành liên quan khác để đào tạo các kỹ năng hoạt động thử nghiệm của học sinh trong hóa học hữu cơ
C_682358,Lý thuyết đốt cháy,Đốt cháy ngọn lửa nhiệt hóa hóa học Chemical Chemical Động học hóa học và nhiệt động lực học kết hợp với lưu lượng phản ứng phản ứng đốt cháy Phương trình bảo tồn đơn giản Dòng chảy Laminar Flame Flame Laminar Devaplet Devaplet Devaplet và đốt cháy nhiên liệu rắn
C_682360,Công nghệ và ứng dụng mạng,Để sử dụng hiệu quả mạng
C_682361,Đưa bạn chơi Linux trong một tuần,Khóa học này bao gồm cài đặt Linux và hoạt động cơ bản. Các lệnh quản lý thường được sử dụng khác nhau. X Windows System và cài đặt các chương trình dịch vụ mạng điển hình khác nhau trên hệ thống Linux. Thông qua việc giảng dạy khóa học này
C_682362,Kinh tế lượng,Kinh tế lượng
C_682372,Quang học tinh thể,Khóa học này bao gồm ba phần. Phần đầu tiên giới thiệu cơ thể ánh sáng quang học cơ bản và định hướng quang học và kính hiển vi phân cực. Phần thứ hai giới thiệu phương pháp quan sát các tính chất quang học của các tinh thể dưới sự phân cực trực giao và kính hiển vi ánh sáng hình nón trong một môi trường phân cực duy nhất. Phần thứ ba áp dụng các nguyên tắc và phương pháp trên để xác định một số khoáng chất hình thành đá chính dưới kính hiển vi phân cực.
C_682373,Chất lỏng cơ bản,Máy móc chất lỏng là loại thiết bị cơ học quan trọng và được sử dụng rộng rãi nhất trong kỹ thuật điện. Bài học này sẽ giúp bạn tìm hiểu kiến ​​thức lý thuyết cơ bản về máy móc chất lỏng điển hình và các phương pháp ứng dụng kỹ thuật của nó.
C_682374,Sinh học tế bào: Bí ẩn của xã hội tế bào,Từ quan điểm của xã hội tế bào và kết nối mạng
C_682379,Hệ thống dữ liệu lớn nâng cao,Khóa học này không chỉ cung cấp các nguyên tắc thiết kế chung cho các hệ thống phân phối dữ liệu lớn có thể mở rộng
C_682381,Nguyên tắc và công nghệ giao diện máy vi tính,Khóa học này dành cho những người học quan tâm đến thiết kế hệ thống điều khiển máy tính hoặc quan tâm đến cấu trúc phần cứng máy tính. Mục tiêu tổng thể là: có khả năng thiết kế sơ bộ của phần mềm và phần cứng hệ thống điều khiển giao diện đầu vào và đầu ra
C_682383,Bóng rổ - Công nghệ cơ bản,Bóng rổ rất phổ biến ở nước tôi
C_682387,Xây dựng ngân sách và hóa đơn số lượng,Khóa học này là một khóa học cốt lõi của khóa học chuyên nghiệp. Bằng cách tìm hiểu các nguyên tắc và phương pháp cơ bản của chi phí dự án xây dựng
C_682388,Nguyên tắc và phương pháp của phong cảnh thực vật trong vườn,Khóa học về các nguyên tắc và phương pháp cảnh quan của các nhà máy trong vườn là một khóa học tự chọn công khai cho kiến ​​trúc
C_682390,Rung tàu và điều khiển tiếng ồn,Rung tàu và kiểm soát tiếng ồn là khóa học chuyên nghiệp chính trong chuyên ngành kỹ thuật tàu và biển. Nó dạy các phương pháp cơ chế và kiểm soát của rung động và tạo tiếng ồn
C_682392,Tổ chức và thực hiện các hoạt động phân phối,Khóa học này tổ chức nội dung giảng dạy dựa trên nhu cầu tài năng của các hoạt động và thiết kế hậu cần cơ sở để xác định nội dung khóa học của quá trình giảng dạy theo quy trình làm việc của các hoạt động phân phối: đầu tiên
C_682393,Thống kê toán học và các ứng dụng kỹ thuật của nó,Nội dung khóa học bao gồm lý thuyết cơ bản và các mô hình phân tích thống kê về thống kê toán học
C_682395,Logic kinh doanh bootcamp: logic cơ bản mà giới tinh hoa đang học,Dựa trên hoạt động thực tế của các doanh nghiệp và các khóa học MBA
C_682396,Thế giới côn trùng trên tem,Khóa học này dẫn bạn đi theo tem côn trùng thế giới để đến thăm thế giới côn trùng; Xác định tem côn trùng trong tọa độ ba chiều của thẩm mỹ nhân văn khoa học
C_682397,Đạo đức kỹ thuật (Phiên bản của Thạc sĩ),Đại hội quốc gia lần thứ 18 của Đảng Cộng sản Trung Quốc đã đề xuất việc thực hiện chiến lược phát triển dựa trên đổi mới
C_682400,Thiết kế hệ thống nhúng,Hiểu các khái niệm cơ bản của các hệ thống nhúng
C_682401,Đánh giá cao phim và truyền hình,Khóa học này là một khóa học tự chọn cho giáo dục phổ thông và là một trong những khóa học giáo dục thẩm mỹ quan trọng. Thông qua sự đánh giá cao của cốt truyện
C_682407,Hóa học tính toán,Quá trình tính toán hóa học đã được tổ chức cho sinh viên tốt nghiệp tại Trường Hóa học của Đại học Bình thường Bắc Kinh trong hơn 20 năm. Nó hiện là một khóa học cơ bản chuyên nghiệp cho sinh viên tốt nghiệp trong tất cả các chuyên ngành của Trường Hóa học. Sau khi nghiên cứu khóa học
C_682415,Mười bài giảng về hồ sơ của nhà sử học vĩ đại,Khóa học này sẽ cung cấp một phân tích chuyên sâu về lý do tại sao Sima Qian viết hồ sơ của nhà sử học vĩ đại
C_682419,Thiết kế cơ học,Nội dung chính của khóa học này bao gồm: Tổng quan về thiết kế cơ học về sức mạnh
C_682427,Giới thiệu về Khoa học Vật liệu,Giới thiệu về Khoa học Vật liệu tập trung vào việc áp dụng công nghệ cao và áp dụng phương pháp văn bản ảnh để giới thiệu mối quan hệ giữa các thành phần nổi bật
C_682429,Thiết kế quảng cáo đồ họa,Khóa học thiết kế quảng cáo đồ họa là một khóa học chuyên nghiệp cốt lõi
C_682431,Hóa học vô cơ,Nó chủ yếu được chia thành ba phần: nguyên tắc phản ứng hóa học
C_682433,Phác thảo về lịch sử Trung Quốc hiện đại và đương đại,Tại đây
C_682434,Văn hóa khiêu vũ và âm nhạc và khiêu vũ cổ điển Trung Quốc (bị bỏ hoang),"Mục tiêu giảng dạy của các khóa học khiêu vũ và âm nhạc và khiêu vũ cổ điển Trung Quốc là tập trung vào việc học nhịp điệu cơ thể của ""điệu nhảy cổ điển Trung Quốc"" và sự hấp thụ kiến ​​thức của ""Văn hóa nhảy và điệu nhảy Trung Quốc"" được bổ sung bởi sự tích hợp của ba chương trình đào tạo khóa học đại học bao gồm Lịch sử âm nhạc của Trung Quốc. Lịch sử âm nhạc Trung Quốc."
C_682435,Ứng dụng máy tính cơ bản,Khóa học này sẽ cung cấp cho bạn sự hiểu biết toàn diện về kiến ​​thức cơ bản về cấu trúc phần mềm và phần cứng trong lịch sử phát triển máy tính; Hệ thống làm chủ các phương pháp sử dụng của hệ điều hành Windows 7 và các kỹ năng sử dụng phần mềm văn phòng thường được sử dụng khác nhau; Bạn cũng sẽ tìm hiểu về công nghệ internet cơ bản của mạng máy tính và bảo trì bảo mật máy tính và kiến ​​thức liên quan khác về mạng máy tính.
C_682437,Tiếng Anh học thuật năng lượng,Khóa học được chia thành hai học kỳ
C_682439,Thực hành bảo mật web,Việc xây dựng các ứng dụng web phụ thuộc vào nhiều nền tảng và công nghệ. Bất kỳ lỗ hổng nào cũng có thể dẫn đến các cuộc tấn công và tấn công vào web
C_682440,Kỹ thuật thiết bị xây dựng,Thông qua nghiên cứu về khóa học này
C_682441,Thí nghiệm toán học (Mùa xuân 2019),Toán học là chìa khóa để mở ra cánh cửa cho thế giới khoa học
C_682442,Toán học kết hợp,Khóa học này là một khóa học lý thuyết cơ bản cốt lõi trong chuyên ngành máy tính
C_682443,Xử lý tín hiệu số,Bí mật thực sự ban đầu của xử lý tín hiệu số (một dòng chính
C_682449,Giảng dạy ngữ pháp và ngữ pháp tiếng Trung,Khóa học chủ yếu giải thích các khái niệm cơ bản và các quy tắc cấu trúc kiến ​​thức cơ bản của ngữ pháp Trung Quốc
C_682450,Đánh giá giá trị mạng,Khóa học này chủ yếu hướng dẫn và truyền cảm hứng cho người học hiểu và hiểu ý nghĩa của các mô hình kinh doanh trực tuyến
C_682451,Truyền máu và công nghệ xét nghiệm truyền máu,"Các khóa học công nghệ truyền máu và truyền máu phải tuân theo các khóa học lựa chọn hạn chế cho sinh viên đại học trong các chuyên ngành công nghệ xét nghiệm y tế; Sinh viên đại học trong các chuyên ngành liên quan đến y tế và các khóa học tự chọn chuyên nghiệp bảy năm thông qua giảng dạy cho phép sinh viên thiết lập khái niệm ""truyền máu là một phương pháp điều trị quan trọng trong thực hành lâm sàng y tế"
C_682452,Giới thiệu về Sinh học hiện đại,Khóa học này dạy lý thuyết sinh học và khám phá bản chất của nghiên cứu khoa học. Ngoài việc giảng dạy bởi các giáo viên
C_682457,Hệ thống nhúng,Khóa học hệ thống nhúng tại Trường Khoa học và Kỹ thuật Máy tính của Đại học Công nghệ Nam Trung Quốc kết hợp sự phát triển của Internet phần cứng thông minh ngày nay và công nghệ Internet+
C_682458,Nguyên tắc kế toán,Học các nguyên tắc kế toán trong khóa học chất lượng quốc gia có thể giúp bạn hiểu và quen thuộc với kế toán
C_682459,Máy ảnh TV,Làm thế nào để vận hành một máy ảnh chuyên nghiệp? Làm thế nào để quay các chương trình video chuyên nghiệp? Khóa học này là một khóa học cốt lõi cho các chuyên ngành như quảng cáo và truyền hình trên đài phát thanh và truyền hình. Thông qua khóa học này
C_682460,Tham gia vào lĩnh vực hoa - đánh giá cao các tiết mục Kunqu Opera cổ điển,Các tiết mục cổ điển nhất của Kunqu Opera là gì? Họ đại diện cho loại câu chuyện nào? Các nhân vật là gì? Đặc điểm nghệ thuật của họ là gì? Các phiên bản tốt là gì? Khóa học này sẽ giới thiệu cho bạn từng người một
C_682462,Hướng dẫn viết tiếng Anh nâng cao,Các khóa học viết giới thiệu cho người học tiếng Anh
C_682463,Các yếu tố cơ bản và ứng dụng phần mềm hữu hạn,Kết quả đánh giá khóa học và phản hồi của sinh viên về khóa học này cho thấy thông qua nghiên cứu khóa học này
C_682464,Kỹ thuật Nhiệt động lực học,Kỹ thuật Nhiệt động lực học là một khóa học cốt lõi chuyên nghiệp trong chuyên ngành Kỹ thuật năng lượng và năng lượng
C_682466,Tổng quan về các bộ phận Tsinghua,Khóa học này sẽ đưa bạn đến các khoa khác nhau của Đại học Tsinghua
C_682469,Đại số tuyến tính,Tại sao đại số tuyến tính lại quan trọng như vậy?     Đây là một khóa học toán học cơ bản mà các sinh viên chuyên ngành quản lý xây dựng điện tử kỹ thuật phải học
C_682470,Thiết kế thành phần,Khóa học này sẽ thực hiện một nghiên cứu toàn diện về ba khía cạnh của thành phần mặt phẳng
C_682472,Hướng dẫn khiêu vũ Waltz cơ bản,Khóa học này chủ yếu giải thích điệu nhảy Waltz làm nổi bật phong cách đơn giản và thiết thực trong điệu nhảy tiêu chuẩn. Thông qua việc phân tích nguồn gốc lịch sử của Waltz và phân tích các bước cơ bản của sự kìm kẹp
C_682473,Trí tuệ và Trí tuệ của Zhuangzi,Bạn có muốn hiểu sự khôn ngoan và mô hình của Kunpeng cưỡi gió không? Bạn muốn học cách giải quyết những khó khăn hàng ngày như một con bò? Bạn có muốn nói về những truyện ngụ ngôn tuyệt vời nhất trong lịch sử triết học Trung Quốc bằng tiếng Anh không? Tham gia cùng những câu chuyện ngụ ngôn Zhuangzi của chúng tôi và khóa học tiếng Anh khôn ngoan của họ - thưởng thức các hoạt hình phong cách cổ xưa mà Ink Ink
C_682475,Kinh tế EU,Bài học này cho phép sinh viên có sự hiểu biết tương đối toàn diện về tác động của các chính sách liên quan được thực hiện trong bối cảnh hội nhập kinh tế châu Âu đối với sự phát triển kinh tế của EU và các quốc gia thành viên
C_682476,Cấu trúc xây dựng,Cấu trúc xây dựng của ngôi nhà là một khóa học cơ bản chuyên nghiệp để canh tác khả năng công việc trong chuyên ngành Công nghệ Kỹ thuật Xây dựng. Nền tảng cho các lý thuyết và kỹ năng cơ bản để học các khóa học chuyên nghiệp. Nhiệm vụ chính là học và nghiên cứu các nguyên tắc cấu trúc và phương pháp cấu trúc của ngôi nhà
C_682477,Câu trả lời cho các bài tập điển hình cho các bài tập vẽ cơ học,Khóa học này dạy các phương pháp giải pháp và các bước của các bài tập điển hình và các bài tập khó khăn chính trong các bài tập vẽ cơ học khác nhau
C_682479,Đến gần Thế vận hội mùa đông,Năm 2008
C_682480,Sinh lý học,Sinh lý học là một nhánh của khoa học sinh học và là một chủ đề nghiên cứu các hoạt động chức năng và quy luật bình thường của các sinh vật và các thành phần của chúng. Khóa học này chủ yếu tiết lộ các quy luật hoạt động của các sinh vật trạng thái bình thường từ sinh vật tổng thể và cấp độ tế bào hệ thống và phân tử
C_682481,Giới thiệu về suy nghĩ của Mao Zedong và hệ thống lý thuyết của chủ nghĩa xã hội với các đặc điểm của Trung Quốc,Việc xây dựng chủ nghĩa xã hội với các đặc điểm của Trung Quốc đã đạt được những thành tựu lịch sử lớn
C_682483,Kỹ thuật phản ứng luyện kim,Kỹ thuật phản ứng luyện kim là một khóa học bắt buộc cho sinh viên đại học về kỹ thuật luyện kim. Các nội dung chính của khóa học bao gồm động lực và lò phản ứng phản ứng vĩ mô. Phần đầu tiên là động lực phản ứng vĩ mô: giải thích mối quan hệ giữa tốc độ phản ứng và các yếu tố vật lý khác nhau (nhiệt độ
C_682484,Truyền thông quản lý,70% các vấn đề trong doanh nghiệp là do các rào cản giao tiếp. Việc học của khóa học truyền thông quản lý sẽ cải thiện mức độ giao tiếp và trí tuệ của bạn. Nội dung khóa học bao gồm: tiến gần hơn đến tổng quan về giao tiếp và truyền thông Tổ chức truyền thông truyền thông truyền thông truyền thông truyền thông khủng hoảng truyền thông giao tiếp phi ngôn ngữ và giao tiếp đa văn hóa.
C_682485,Lý thuyết xác suất - Khoa học về sự không chắc chắn,Giới thiệu về các mô hình xác suất
C_682486,Thiết kế web và ứng dụng,Khóa học tập trung vào kiến ​​trúc mô hình BS và sẽ cung cấp một lời giải thích từng lớp về các công nghệ phát triển chính thống và các khung như HTML5CSS3 JavaScriptbootStrapSpringMVC. Khóa học nhằm mục đích truyền đạt kiến ​​thức lý thuyết và kỹ năng ứng dụng của thiết kế web. Nội dung đầy đủ và chi tiết của hệ thống kiến ​​thức giải thích các trường hợp sống động và nêu bật ứng dụng thực tế của kiến ​​thức trong thiết kế trên cơ sở dễ dàng nhập cảnh.
C_682487,Sáng tạo web và thiết kế nghệ thuật,Khóa học này so sánh thiết kế nghệ thuật web với các hình thức thiết kế nghệ thuật khác
C_682488,Thông gió của tôi,Thông gió mỏ đóng một vai trò quan trọng trong sản xuất an toàn mỏ than. Thông qua việc học trực tuyến khóa học này
C_682489,Giới thiệu về các phần cấu trúc của các chất hóa học trong một trường đại học ngắn gọn,Cấu trúc của vật chất là cơ sở cho các đặc tính hóa học học tập. Khóa học này kéo dài trong 4 tuần và nhắm vào học sinh tốt nghiệp trung học và sinh viên năm nhất. Nó bao gồm các liên kết thảo luận và lập bản đồ tâm trí của khóa học này
C_682491,Lắng nghe tiếng Nhật trung gian,Nguồn độc đáo của Corpus
C_682493,Nghiên cứu bằng cách thực hiện Lập trình Java,Cho phép học sinh không có nền tảng để sở hữu kiến ​​thức và kỹ năng có liên quan trong phát triển ngôn ngữ lập trình Java
C_682495,Thống kê toán học và các quy trình ngẫu nhiên,1. Nội dung và yêu cầu phân phối mẫu và lấy mẫu: Các mẫu và số liệu thống kê riêng lẻ
C_682496,Tai Chi đẩy tay,Là một dự án võ thuật truyền thống của Trung Quốc
C_682498,Chơi quanh Vương quốc Anh và Hoa Kỳ,Chơi trên khắp Vương quốc Anh và Hoa Kỳ nhằm mục đích tăng cường khả năng thực dụng của học sinh và mở rộng các chân trời đa văn hóa của sinh viên. Sử dụng chủ đề Videos English Micro trong chín đơn vị của hai chương với tư cách là người vận chuyển
C_682501,Thủy lực,Nước là một nguồn tài nguyên không thể thiếu cho cuộc sống của con người
C_682503,Hướng dẫn viên nói tiếng Anh nói tiếng Anh,Hướng dẫn du lịch tiếng Anh dành cho khách du lịch nước ngoài. Họ không chỉ thành thạo kiến ​​thức kinh doanh hướng dẫn du lịch
C_682505,Công nghệ lập trình (dựa trên C) - Khái niệm cơ bản,"Khóa học này bắt đầu với ""thiết kế"" của chương trình"
C_682506,Dạy bạn cách nuôi dạy những đứa trẻ khỏe mạnh,Dạy bạn nuôi dưỡng những đứa trẻ khỏe mạnh từ góc độ y tế và nói với toàn bộ quá trình nuôi dưỡng những đứa trẻ khỏe mạnh. Đối với công chúng
C_682509,Tư duy tốt - Cách tạo bản thân: Giáo dục sức khỏe tâm thần,Trạng thái tâm lý tốt là cơ sở cho sự thành công và hạnh phúc lành mạnh trong cuộc sống. Thể dục cũng đòi hỏi một trái tim khỏe mạnh. Chỉ có sức khỏe mới có thể đảm bảo một tâm lý tốt chủ yếu được tạo ra bởi chính mình. Học cách khỏe mạnh là một khóa học bắt buộc cho người hiện đại. Làm thế nào để tạo ra một tâm lý tốt
C_682512,Kỹ thuật tài chính,Kỹ thuật tài chính là sản phẩm của việc theo đuổi hiệu quả tài chính cao hơn của thị trường. Kỹ thuật tài chính sử dụng công nghệ kỹ thuật để thiết kế
C_682514,Thám hiểm di truyền của con người,"Khám phá di truyền học của con người được ghi lại bởi ""Nhóm giảng dạy di truyền"" của Trường Khoa học Đời sống của Đại học Ningxia. Khóa học này tích hợp các khía cạnh khoa học"
C_682515,Kỹ thuật hệ thống,Qian Xuesen
